UniProt,median.K
P50171,0.03365
P50172,1.3795
P50247,0.0737
P50285,1.1725
P50295,0.2665
P50396,0.1136
P50462,0.10265
P50516,0.1337
P50518,1.0304
P50543,0.270125
P50544,0.05055
P50580,0.13515
P50608,0.080714286
P50637,0.27175
P50752,0.11425
P51125,0.299
P51150,0.3703
P51163,0.259555556
P51174,0.034
P51175,0.037833333
P51410,0.10275
P51660,0.15355
P51667,0.0629
P51855,0.09195
P51859,0.1105
P51863,0.179666667
P51881,0.0634
P51885,0.144
P52196,0.059
P52430,0.25515
P52479,0.258
P52480,0.1205
P52503,0.067
P52825,0.0414
P53026,0.0782
P53395,0.03695
P53612,0.134375
P53702,0.09005
P53810,0.202888889
P53811,0.18625
P53986,0.1215
P53994,0.268666667
P53996,0.73725
P54071,0.0289
P54116,0.155214286
P54227,0.149
P54265,0.24
P54310,0.159
P54320,0.1314
P54726,0.062
P54728,0.19445
P54729,0.15325
P54731,0.5805
P54775,0.16885
P54797,0.136666667
P54822,0.11785
P54823,0.5456
P54923,0.408714286
P55096,0.2672
P55200,0.196
P55258,0.348333333
P55264,0.099
P55284,0.48115
P55292,0.0924
P55302,0.303388889
P55937,0.392642857
P56135,0.0301
P56212,0.1925
P56371,0.780285714
P56375,0.0815
P56376,0.0765
P56380,0.082857143
P56382,0.0245
P56391,0.032
P56392,0.06745
P56394,0.23725
P56395,0.100285714
P56399,0.1438
P56480,0.03325
P56501,0.1402
P56528,0.1075
P56565,0.16425
P56695,0.26285
P56812,0.15945
P56959,0.205785714
P57716,0.331
P57746,0.649
P57759,0.167
P57776,0.2854
P57780,0.11905
P57784,0.057
P58021,0.2784
P58064,0.118333333
P58137,0.1293
P58252,0.17445
P58281,0.055
P58389,0.0897
P58742,1.181
P58771,0.10685
P58774,0.107
P58871,0.326583333
P59017,0.05065
P59041,0.19475
P59266,0.131
P59325,0.165642857
P59708,0.3015
P59999,0.0925
P60122,0.1455
P60229,0.259571429
P60335,0.3633
P60603,0.095
P60670,0.255333333
P60766,0.2253
P60843,0.284
P60867,0.0938
P61014,0.16285
P61022,0.1986
P61027,0.1944
P61080,0.1755
P61082,0.32085
P61087,0.308277778
P61089,0.0918
P61148,0.2428
P61161,0.191
P61164,0.147
P61202,0.14345
P61211,0.240111111
P61222,0.1561
P61255,0.07325
P61290,0.849388889
P61358,0.082611111
