"","x"
"1458",4157
"1459",4158
"1460",4159
"1461",4160
"1462",4161
"1463",4163
"1464",4166
"1465",4167
"1466",4173
"1467",4178
"1468",4180
"1469",4181
"1470",4187
"1471",4189
"1472",4190
"1473",4194
"1474",4195
"1475",4196
"1476",4198
"1477",4199
"1478",4201
"1479",4203
"1480",4204
"1481",4205
"1482",4206
"1483",4208
"1484",4209
"1485",4211
"1486",4213
"1487",4221
"1488",4223
"1489",4224
"1490",4225
"1491",4227
"1492",4228
"1493",4229
"1494",4230
"1495",4231
"1496",4234
"1497",4236
"1498",4238
"1499",4243
"1500",4245
"1501",4251
"1502",4258
"1503",4265
"1504",4268
"1505",4269
"1506",4271
"1507",4272
"1508",4273
"1509",4275
"1510",4276
"1511",4277
"1512",4278
"1513",4279
"1514",4280
"1515",4281
"1516",4283
"1517",4284
"1518",4287
"1519",4292
"1520",4293
"1521",4299
"1522",4302
"1523",4306
"1524",4310
"1525",4312
"1526",4313
"1527",4315
"1528",4318
"1529",4320
"1530",4324
"1531",4326
"1532",4327
"1533",4331
"1534",4333
"1535",4335
"1536",4336
"1537",4341
"1538",4346
"1539",4347
"1540",4355
"1541",4358
"1542",4365
"1543",4368
"1544",4379
"1545",4381
"1546",4382
"1547",4385
"1548",4389
"1549",4400
"1550",4401
"1551",4404
"1552",4407
"1553",4412
"1554",4413
"1555",4418
"1556",4421
"1557",4428
"1558",4431
"1559",4432
"1560",4434
"1561",4435
"1562",4438
"1563",4439
"1564",4440
"1565",4444
"1566",4445
"1567",4446
"1568",4447
"1569",4448
"1570",4451
"1571",4453
"1572",4454
"1573",4455
"1574",4460
"1575",4483
"1576",4484
"1577",4485
"1578",4486
"1579",4493
"1580",4495
"1581",4496
"1582",4509
"1583",4510
"1584",4511
"1585",4513
"1586",4517
"1587",4520
"1588",4525
"1589",4526
"1590",4527
"1591",4529
"1592",4530
"1593",4531
"1594",4532
"1595",4535
"1596",4536
"1597",4539
"1598",4540
"1599",4541
"1600",4542
"1601",4543
"1602",4546
"1603",4548
"1604",4549
"1605",4550
"1606",4551
"1607",4554
"1608",4555
"1609",4561
"1610",4563
"1611",4564
"1612",4567
"1613",4575
"1614",4578
"1615",4580
"1616",4581
"1617",4584
"1618",4585
"1619",4586
"1620",4587
"1621",4590
"1622",4591
"1623",4592
"1624",4594
"1625",4595
"1626",4598
"1627",4599
"1628",4607
"1629",4612
"1630",4614
"1631",4620
"1632",4624
"1633",4629
"1634",4640
"1635",4641
"1636",4643
"1637",4644
"1638",4645
"1639",4647
"1640",4651
"1641",4653
"1642",4657
"1643",4660
"1644",4664
"1645",4671
"1646",4673
"1647",4674
"1648",4675
"1649",4677
"1650",4683
"1651",4687
"1652",4694
"1653",4702
"1654",4704
"1655",4706
"1656",4713
"1657",4715
"1658",4722
"1659",4735
"1660",4736
"1661",4741
"1662",4742
"1663",4744
"1664",4748
"1665",4751
"1666",4752
"1667",4754
"1668",4755
"1669",4756
"1670",4761
"1671",4765
"1672",4766
"1673",4767
"1674",4768
"1675",4772
"1676",4775
"1677",4777
"1678",4778
"1679",4779
"1680",4782
"1681",4789
"1682",4790
"1683",4791
"1684",4794
"1685",4802
"1686",4804
"1687",4805
"1688",4813
"1689",4815
"1690",4816
"1691",4818
"1692",4819
"1693",4821
"1694",4822
"1695",4823
"1696",4824
"1697",4825
"1698",4827
"1699",4828
"1700",4830
"1701",4832
"1702",4833
"1703",4834
"1704",4836
"1705",4840
"1706",4842
"1707",4843
"1708",4844
"1709",4845
"1710",4846
"1711",4851
"1712",4853
"1713",4854
"1714",4856
"1715",4864
"1716",4865
"1717",4869
"1718",4870
"1719",4871
"1720",4872
"1721",4879
"1722",4882
