"","x"
"1517",5073
"1518",5077
"1519",5078
"1520",5079
"1521",5081
"1522",5084
"1523",5089
"1524",5090
"1525",5091
"1526",5098
"1527",5099
"1528",5101
"1529",5104
"1530",5109
"1531",5110
"1532",5115
"1533",5119
"1534",5129
"1535",5132
"1536",5133
"1537",5135
"1538",5136
"1539",5138
"1540",5139
"1541",5140
"1542",5144
"1543",5147
"1544",5151
"1545",5153
"1546",5154
"1547",5155
"1548",5161
"1549",5162
"1550",5164
"1551",5168
"1552",5169
"1553",5172
"1554",5188
"1555",5200
"1556",5204
"1557",5217
"1558",5218
"1559",5223
"1560",5224
"1561",5229
"1562",5231
"1563",5232
"1564",5233
"1565",5241
"1566",5242
"1567",5246
"1568",5250
"1569",5251
"1570",5252
"1571",5253
"1572",5254
"1573",5255
"1574",5256
"1575",5257
"1576",5259
"1577",5260
"1578",5263
"1579",5266
"1580",5276
"1581",5281
"1582",5289
"1583",5297
"1584",5298
"1585",5299
"1586",5301
"1587",5304
"1588",5305
"1589",5307
"1590",5308
"1591",5310
"1592",5313
"1593",5317
"1594",5319
"1595",5320
"1596",5329
"1597",5330
"1598",5331
"1599",5333
"1600",5334
"1601",5339
"1602",5349
"1603",5351
"1604",5352
"1605",5356
"1606",5359
"1607",5361
"1608",5362
"1609",5363
"1610",5364
"1611",5367
"1612",5368
"1613",5369
"1614",5374
"1615",5377
"1616",5379
"1617",5380
"1618",5381
"1619",5387
"1620",5390
"1621",5393
"1622",5395
"1623",5397
"1624",5398
"1625",5400
"1626",5401
"1627",5417
"1628",5419
"1629",5420
"1630",5423
"1631",5424
"1632",5426
"1633",5435
"1634",5436
"1635",5441
"1636",5443
"1637",5444
"1638",5452
"1639",5454
"1640",5462
"1641",5463
"1642",5465
"1643",5469
"1644",5472
"1645",5474
"1646",5475
"1647",5482
"1648",5483
"1649",5485
"1650",5486
"1651",5489
"1652",5491
"1653",5502
"1654",5506
"1655",5508
"1656",5510
"1657",5512
"1658",5518
"1659",5520
"1660",5523
"1661",5524
"1662",5525
"1663",5531
"1664",5533
"1665",5568
"1666",5569
"1667",5571
"1668",5572
"1669",5577
"1670",5579
"1671",5584
"1672",5596
"1673",5603
"1674",5606
"1675",5608
"1676",5616
"1677",5617
"1678",5622
"1679",5626
"1680",5635
"1681",5637
"1682",5639
"1683",5644
"1684",5645
"1685",5654
"1686",5656
"1687",5660
"1688",5661
"1689",5668
"1690",5672
"1691",5677
"1692",5678
"1693",5679
"1694",5680
"1695",5683
"1696",5684
"1697",5685
"1698",5691
"1699",5694
"1700",5695
"1701",5698
"1702",5699
"1703",5700
"1704",5701
"1705",5704
"1706",5707
"1707",5709
"1708",5712
"1709",5713
"1710",5716
"1711",5721
"1712",5722
"1713",5724
"1714",5729
"1715",5730
"1716",5731
"1717",5732
"1718",5736
"1719",5737
"1720",5739
"1721",5740
"1722",5742
"1723",5746
"1724",5748
"1725",5750
"1726",5751
"1727",5752
"1728",5753
"1729",5757
"1730",5759
"1731",5761
"1732",5762
"1733",5763
"1734",5767
"1735",5772
"1736",5773
"1737",5776
"1738",5777
"1739",5778
"1740",5790
"1741",5791
"1742",5792
"1743",5794
"1744",5795
"1745",5797
"1746",5801
"1747",5802
"1748",5804
"1749",5812
"1750",5814
"1751",5816
"1752",5817
"1753",5819
"1754",5820
"1755",5822
"1756",5823
"1757",5828
"1758",5832
"1759",5839
"1760",5840
"1761",5841
"1762",5842
"1763",5844
"1764",5850
"1765",5851
"1766",5854
"1767",5858
"1768",5860
