"","x"
"986",2967
"987",2968
"988",2970
"989",2972
"990",2985
"991",2988
"992",2990
"993",2991
"994",2993
"995",2998
"996",2999
"997",3003
"998",3006
"999",3008
"1000",3009
"1001",3013
"1002",3022
"1003",3029
"1004",3040
"1005",3052
"1006",3060
"1007",3070
"1008",3071
"1009",3078
"1010",3082
"1011",3084
"1012",3087
"1013",3093
"1014",3097
"1015",3098
"1016",3100
"1017",3103
"1018",3105
"1019",3108
"1020",3115
"1021",3119
"1022",3127
"1023",3128
"1024",3133
"1025",3134
"1026",3135
"1027",3138
"1028",3144
"1029",3146
"1030",3150
"1031",3151
"1032",3152
"1033",3153
"1034",3155
"1035",3159
"1036",3162
"1037",3165
"1038",3166
"1039",3167
"1040",3168
"1041",3169
"1042",3174
"1043",3176
"1044",3177
"1045",3182
"1046",3184
"1047",3185
"1048",3189
"1049",3198
"1050",3200
"1051",3207
"1052",3208
"1053",3209
"1054",3211
"1055",3215
"1056",3218
"1057",3219
"1058",3224
"1059",3225
"1060",3226
"1061",3227
"1062",3228
"1063",3229
"1064",3236
"1065",3242
"1066",3243
"1067",3244
"1068",3269
"1069",3270
"1070",3271
"1071",3272
"1072",3273
"1073",3279
"1074",3287
"1075",3289
"1076",3297
"1077",3298
"1078",3300
"1079",3301
"1080",3303
"1081",3304
"1082",3309
"1083",3310
"1084",3311
"1085",3312
"1086",3314
"1087",3319
"1088",3321
"1089",3324
"1090",3326
"1091",3328
"1092",3330
"1093",3333
"1094",3334
"1095",3337
"1096",3338
"1097",3347
"1098",3349
"1099",3353
"1100",3355
"1101",3363
"1102",3369
"1103",3377
"1104",3386
"1105",3395
"1106",3397
"1107",3400
"1108",3403
"1109",3409
"1110",3410
"1111",3413
"1112",3417
"1113",3418
"1114",3419
"1115",3422
"1116",3429
"1117",3430
"1118",3435
"1119",3436
"1120",3437
"1121",3438
"1122",3439
"1123",3440
"1124",3442
"1125",3443
"1126",3444
"1127",3445
"1128",3446
"1129",3449
"1130",3450
"1131",3451
"1132",3452
"1133",3457
"1134",3459
"1135",3461
"1136",3462
"1137",3464
"1138",3466
"1139",3467
"1140",3468
"1141",3469
"1142",3470
"1143",3471
"1144",3473
"1145",3475
"1146",3479
"1147",3483
"1148",3485
"1149",3489
"1150",3490
"1151",3494
"1152",3495
"1153",3499
"1154",3502
"1155",3520
"1156",3524
"1157",3535
"1158",3545
"1159",3563
"1160",3564
"1161",3569
"1162",3570
"1163",3571
"1164",3573
"1165",3575
"1166",3576
"1167",3584
"1168",3595
"1169",3599
"1170",3604
"1171",3605
"1172",3608
"1173",3612
"1174",3613
"1175",3615
"1176",3622
"1177",3626
"1178",3631
"1179",3632
"1180",3636
"1181",3640
"1182",3641
"1183",3643
"1184",3645
"1185",3646
"1186",3647
"1187",3648
"1188",3669
"1189",3671
"1190",3672
"1191",3673
"1192",3674
"1193",3678
"1194",3680
"1195",3681
"1196",3683
"1197",3684
"1198",3687
"1199",3712
"1200",3714
"1201",3715
"1202",3717
"1203",3718
"1204",3725
"1205",3726
"1206",3731
"1207",3732
"1208",3737
"1209",3738
"1210",3741
"1211",3746
"1212",3747
"1213",3749
"1214",3751
"1215",3757
"1216",3762
"1217",3763
"1218",3779
"1219",3780
"1220",3786
"1221",3787
"1222",3788
"1223",3791
"1224",3794
"1225",3796
"1226",3798
"1227",3800
"1228",3811
"1229",3818
"1230",3825
"1231",3828
"1232",3831
"1233",3837
"1234",3847
"1235",3848
"1236",3855
"1237",3856
"1238",3861
"1239",3864
"1240",3871
"1241",3872
"1242",3873
"1243",3878
"1244",3881
"1245",3885
"1246",3886
"1247",3887
"1248",3891
"1249",3892
"1250",3893
"1251",3894
"1252",3896
"1253",3899
"1254",3900
"1255",3903
"1256",3910
"1257",3911
"1258",3914
"1259",3922
"1260",3924
"1261",3925
"1262",3928
"1263",3929
"1264",3933
"1265",3934
"1266",3935
"1267",3939
"1268",3940
"1269",3944
"1270",3947
"1271",3950
"1272",3951
"1273",3952
"1274",3953
"1275",3954
"1276",3955
"1277",3956
"1278",3958
"1279",3959
"1280",3963
"1281",3965
"1282",3971
"1283",3976
"1284",3977
"1285",3981
"1286",3982
"1287",3983
"1288",3985
"1289",3987
"1290",3988
"1291",3989
"1292",3990
"1293",3991
"1294",3993
"1295",3994
"1296",3996
"1297",3997
"1298",3998
"1299",3999
"1300",4001
"1301",4002
"1302",4003
"1303",4004
"1304",4011
"1305",4014
"1306",4016
"1307",4017
"1308",4019
"1309",4020
"1310",4021
"1311",4022
"1312",4023
"1313",4024
"1314",4027
"1315",4029
"1316",4032
"1317",4035
"1318",4038
"1319",4039
"1320",4049
"1321",4058
"1322",4059
"1323",4062
"1324",4063
"1325",4064
"1326",4065
"1327",4070
"1328",4072
"1329",4074
"1330",4075
"1331",4078
"1332",4086
"1333",4088
"1334",4089
"1335",4095
"1336",4099
"1337",4102
"1338",4104
"1339",4106
"1340",4107
"1341",4108
"1342",4109
"1343",4115
"1344",4119
"1345",4121
"1346",4123
"1347",4124
"1348",4126
"1349",4129
"1350",4130
"1351",4133
"1352",4140
"1353",4143
"1354",4144
"1355",4149
"1356",4152
"1357",4153
"1358",4160
"1359",4161
"1360",4171
"1361",4175
"1362",4179
"1363",4187
"1364",4188
"1365",4192
"1366",4193
"1367",4205
"1368",4211
"1369",4212
"1370",4215
"1371",4217
"1372",4218
"1373",4219
"1374",4223
"1375",4225
"1376",4226
"1377",4227
"1378",4233
"1379",4234
"1380",4237
"1381",4239
"1382",4247
"1383",4260
"1384",4265
"1385",4267
"1386",4268
"1387",4270
"1388",4272
"1389",4281
"1390",4284
"1391",4285
"1392",4286
"1393",4287
"1394",4288
"1395",4292
"1396",4302
"1397",4308
"1398",4309
"1399",4311
"1400",4312
"1401",4313
"1402",4314
"1403",4315
"1404",4316
"1405",4317
"1406",4318
"1407",4319
"1408",4323
"1409",4324
"1410",4325
"1411",4326
"1412",4327
"1413",4328
"1414",4329
"1415",4333
"1416",4335
"1417",4336
"1418",4337
"1419",4340
"1420",4343
"1421",4347
"1422",4351
"1423",4352
"1424",4359
"1425",4365
"1426",4370
"1427",4371
"1428",4376
"1429",4377
"1430",4381
"1431",4388
"1432",4389
"1433",4390
"1434",4392
"1435",4395
"1436",4396
"1437",4399
"1438",4402
"1439",4406
"1440",4414
"1441",4415
"1442",4416
"1443",4419
"1444",4426
"1445",4427
"1446",4430
"1447",4432
"1448",4434
"1449",4440
"1450",4443
"1451",4445
"1452",4448
"1453",4451
"1454",4452
"1455",4457
"1456",4470
"1457",4471
"1458",4473
"1459",4474
"1460",4475
"1461",4476
"1462",4485
"1463",4486
"1464",4488
"1465",4490
"1466",4491
"1467",4499
"1468",4503
"1469",4507
"1470",4540
"1471",4554
"1472",4557
"1473",4559
"1474",4560
"1475",4562
"1476",4563
"1477",4567
"1478",4568
"1479",4569
"1480",4570
"1481",4571
"1482",4572
"1483",4573
"1484",4574
"1485",4576
"1486",4579
"1487",4580
"1488",4582
"1489",4586
"1490",4587
"1491",4588
"1492",4589
"1493",4590
"1494",4591
"1495",4594
"1496",4595
"1497",4597
"1498",4606
"1499",4614
"1500",4615
"1501",4620
"1502",4621
"1503",4622
"1504",4624
"1505",4629
"1506",4630
"1507",4633
"1508",4636
"1509",4639
"1510",4640
"1511",4641
"1512",4642
"1513",4643
"1514",4648
"1515",4649
"1516",4650
"1517",4652
